2014-08-21 14:11:47,235 [ModalContext] WARN  o.e.m.i.discovery.MavenDiscovery - CatalogItem org.eclipse.m2e.discovery.lifecyclemapping.m2e-egit does not contain lifecycle mapping metadata
2014-08-21 14:13:52,609 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.wso2.carbon:org.wso2.carbon.apimgt.usage.publisher:4.3.0-SNAPSHOT @ /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.usage/org.wso2.carbon.apimgt.usage.publisher/pom.xml.
2014-08-21 14:13:52,628 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:13:56,291 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.core/src/main/java
2014-08-21 14:13:56,292 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.core/src/test/java
2014-08-21 14:13:58,227 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.interceptor/src/main/java
2014-08-21 14:13:58,227 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.interceptor/src/test/java
2014-08-21 14:14:01,459 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.keymgt/src/main/java
2014-08-21 14:14:01,459 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /org.wso2.carbon.apimgt.keymgt/src/main/resources
2014-08-21 14:14:01,460 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.keymgt/src/test/java
2014-08-21 14:14:03,277 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.startup.publisher/src/main/java
2014-08-21 14:14:03,277 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.startup.publisher/src/test/java
2014-08-21 14:14:06,086 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.usage.client/src/main/java
2014-08-21 14:14:06,086 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.usage.client/src/test/java
2014-08-21 14:14:08,288 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.hostobjects/src/main/java
2014-08-21 14:14:08,289 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.hostobjects/src/test/java
2014-08-21 14:14:13,243 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.usage.analyzer/src/main/java
2014-08-21 14:14:13,243 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /org.wso2.carbon.apimgt.usage.analyzer/src/main/resources
2014-08-21 14:14:13,244 [Worker-0] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /org.wso2.carbon.apimgt.usage.analyzer/src/test/java
2014-08-21 14:14:15,777 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Manifest org.wso2.carbon:org.wso2.carbon.apimgt.usage.analyzer:bundle:4.3.0-SNAPSHOT : Unused Private-Package instructions, no such package(s) on the class path: [!*]
2014-08-21 14:14:15,778 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Manifest org.wso2.carbon:org.wso2.carbon.apimgt.usage.analyzer:bundle:4.3.0-SNAPSHOT : Unused Export-Package instructions: [org.wso2.carbon.apimgt.usage.analyzer.*] 
2014-08-21 14:14:16,001 [Worker-0] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Project import completed 131 sec
2014-08-21 14:14:17,922 [Worker-7] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2014-08-21 14:14:17,932 [Worker-7] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2014-08-21 14:14:18,103 [New I/O client worker #5-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/synapse/Apache-Synapse/2.1.3-wso2v1-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:18,113 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:18,833 [New I/O client worker #6-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/ws/commons/axiom/axiom-parent/1.2.11-wso2v5-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:18,880 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:19,947 [New I/O client worker #7-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/axis2/axis2-parent/1.6.1-wso2v11-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:20,071 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:21,384 [New I/O client worker #8-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/synapse/synapse-transports/2.1.3-wso2v1-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:21,405 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:22,577 [New I/O client worker #9-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/axis2/axis2-transport-http/1.6.1-wso2v11-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:22,840 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:23,771 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.wso2.carbon:org.wso2.carbon.apimgt.api:4.3.0-SNAPSHOT @ /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/pom.xml.
2014-08-21 14:14:23,887 [New I/O client worker #10-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/governance/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:23,892 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:24,124 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:24,126 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/main/resources
2014-08-21 14:14:24,129 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:24,130 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.api/src/test/resources
2014-08-21 14:14:24,519 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.wso2.carbon:org.wso2.carbon.apimgt.keymgt.client:4.3.0-SNAPSHOT @ /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/pom.xml.
2014-08-21 14:14:25,200 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:25,201 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/src/main/resources
2014-08-21 14:14:25,203 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:25,203 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt.client/src/test/resources
2014-08-21 14:14:25,752 [New I/O client worker #11-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/carbon-governance/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:25,845 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:27,026 [New I/O client worker #12-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/registry/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:27,030 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:28,471 [New I/O client worker #13-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/carbon-registry/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:28,501 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:29,774 [New I/O client worker #14-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/user-manager/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:29,780 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:31,761 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.wso2.carbon:org.wso2.carbon.apimgt.impl:4.3.0-SNAPSHOT @ /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.impl/pom.xml.
2014-08-21 14:14:32,546 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:32,552 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:33,380 [New I/O client worker #15-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/carbon-identity/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:33,437 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:33,602 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:34,782 [New I/O client worker #16-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/ntask/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:34,787 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:34,848 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:34,855 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 11 resources
2014-08-21 14:14:34,989 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:34,997 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 16 resources
2014-08-21 14:14:35,969 [New I/O client worker #17-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/carbon-utils/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:35,982 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:36,941 [New I/O client worker #18-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/remote-tasks-stubs/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:37,950 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:38,799 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:38,812 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 11 resources
2014-08-21 14:14:38,816 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:38,817 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-08-21 14:14:39,443 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:39,446 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:39,482 [New I/O client worker #19-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/feature-manager/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:39,670 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:40,197 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:40,854 [New I/O client worker #20-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/carbon-kernel-service-stubs/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:40,900 [Worker-4] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:40,901 [Worker-4] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:41,019 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:42,030 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.wso2.carbon:org.wso2.carbon.apimgt.keymgt:4.3.0-SNAPSHOT @ /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt/pom.xml.
2014-08-21 14:14:42,287 [New I/O client worker #21-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/rampart/rampart-project/1.6.1-wso2v13-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:42,433 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:42,764 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:42,767 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:43,215 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:43,297 [New I/O client worker #22-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/identity/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:43,309 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:44,211 [New I/O client worker #23-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/security/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:44,220 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:44,267 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:44,268 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-08-21 14:14:44,305 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-08-21 14:14:44,306 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.keymgt/src/test/resources
2014-08-21 14:14:46,382 [New I/O client worker #24-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/apache/ws/security/wso2/wss4j/1.5.11.wso2v7-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:46,386 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:47,812 [New I/O client worker #25-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/wss4j-parent/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:47,925 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:48,446 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.wso2.carbon:org.wso2.carbon.apimgt.gateway:4.3.0-SNAPSHOT @ /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.gateway/pom.xml.
2014-08-21 14:14:49,079 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:49,202 [New I/O client worker #26-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/identity-provider-management/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:49,271 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:49,467 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:49,469 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-08-21 14:14:50,452 [New I/O client worker #27-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://dist.wso2.org/maven2/org/wso2/carbon/tenant-mgt-parent/4.3.0-SNAPSHOT/maven-metadata.xml
2014-08-21 14:14:50,466 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-08-21 14:14:50,940 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
